Car_Name,Car_Brand,Year,Transmission,Mileage,Price
Honda City,Honda,2016,Automatic,40000,538000
Honda City,Honda,2017,Automatic,37000,540000
Honda City,Honda,2017,Automatic,88000,548000
Honda City,Honda,2017,Automatic,27000,548000
Honda City,Honda,2017,Automatic,29000,548000
Honda City,Honda,2017,Automatic,75000,548000
Honda City,Honda,2017,Automatic,34000,548000
Honda City,Honda,2017,Automatic,103000,558000
Honda City,Honda,2018,Manual,52000,558000
Honda City,Honda,2017,Automatic,12345,565000
Honda City,Honda,2017,Automatic,57000,568000
Honda City,Honda,2017,Automatic,75000,568000
Honda City,Honda,2016,Automatic,77000,568000
Honda City,Honda,2016,Automatic,20429,568000
Honda City,Honda,2016,Automatic,44378,570000
Honda City,Honda,2018,Automatic,70000,580000
Honda City,Honda,2019,Automatic,31000,585000
Honda City,Honda,2019,Automatic,36000,585000
Honda City,Honda,2019,Automatic,65000,588000
Honda City,Honda,2017,Automatic,60000,588000
Honda City,Honda,2018,Automatic,54070,588000
Honda City,Honda,2017,Automatic,28000,588000
Honda City,Honda,2018,Automatic,43000,588000
Honda City,Honda,2017,Automatic,44000,590000
Honda City,Honda,2017,Automatic,60000,595000
Honda City,Honda,2019,Automatic,20000,595000
Honda City,Honda,2018,Automatic,165787,598000
Honda City,Honda,2018,Automatic,50000,598000
Honda City,Honda,2017,Automatic,27000,598000
Honda City,Honda,2019,Automatic,30000,599000
Honda City,Honda,2017,Automatic,37000,608000
Honda City,Honda,2020,Automatic,13000,625000
Honda City,Honda,2019,Automatic,22000,625000
Honda City,Honda,2018,Automatic,25000,625000
Honda City,Honda,2019,Automatic,26000,627000
Honda City,Honda,2018,Automatic,53578,628000
Honda City,Honda,2019,Automatic,46000,629000
Honda City,Honda,2020,Automatic,30000,638000
Honda City,Honda,2020,Automatic,30123,638000
Honda City,Honda,2019,Automatic,29000,645000
Honda City,Honda,2018,Automatic,61000,648000
Honda City,Honda,2020,Automatic,30000,648000
Honda City,Honda,2020,Automatic,30000,648990
Honda City,Honda,2018,Automatic,25000,650000
Honda City,Honda,2018,Automatic,34000,650000
Honda City,Honda,2019,Automatic,53000,668000
Honda City,Honda,2020,Automatic,27000,678000
Honda City,Honda,2020,Automatic,30507,680000
Honda City,Honda,2019,Automatic,36000,688000
Honda City,Honda,2017,Automatic,44877,690000
Honda City,Honda,2020,Automatic,27221,698000
Honda City,Honda,2018,Automatic,56000,698000
Honda City,Honda,2019,Automatic,33000,700000
Honda City,Honda,2018,Automatic,36237,700000
Honda City,Honda,2021,Automatic,13631,720000
Honda City,Honda,2022,Manual,6000,728000
Honda City,Honda,2018,Automatic,100000,750000
Honda City,Honda,2020,Automatic,21234,758000
Honda City,Honda,2021,Automatic,16000,768000
Honda City,Honda,2022,Automatic,8000,780000
Honda City,Honda,2022,Automatic,4000,788000
Honda City,Honda,2022,Automatic,4000,810000
Honda City,Honda,2022,Automatic,4223,858000
Honda City,Honda,2021,Automatic,11712,860000
Honda City,Honda,2021,CVT,6000,860000
Honda City,Honda,2021,Automatic,12198,890000
Honda City,Honda,2021,Automatic,6000,890000
Honda City,Honda,2021,Automatic,11000,898000
Honda City,Honda,2019,CVT,28000,898000
Honda City,Honda,2022,Automatic,17000,898000
Honda City,Honda,2022,Automatic,12345,955000
Honda Civic,Honda,1999,Automatic,100000,140000
Honda Civic,Honda,2002,Manual,225516,168000
Honda Civic,Honda,2000,Manual,116000,200000
Honda Civic,Honda,2001,Automatic,98470,222500
Honda Civic,Honda,2008,Automatic,128000,295000
Honda Civic,Honda,2006,Manual,100000,300000
Honda Civic,Honda,2008,Automatic,200000,300000
Honda Civic,Honda,2007,Automatic,12345,335000
Honda Civic,Honda,2010,Automatic,12345,395000
Honda Civic,Honda,2006,Automatic,12345,425000
Honda Civic,Honda,2012,Automatic,12345,455000
Honda Civic,Honda,2012,Automatic,64000,458000
Honda Civic,Honda,2014,Automatic,51000,490000
Honda Civic,Honda,2015,Automatic,50000,528000
Honda Civic,Honda,2015,Automatic,35000,538000
Honda Civic,Honda,2015,Automatic,85000,550000
Honda Civic,Honda,2021,Automatic,12000,570000
Honda Civic,Honda,2015,Automatic,50000,598000
Honda Civic,Honda,2015,Automatic,58078,598000
Honda Civic,Honda,2016,Automatic,40000,720000
Honda Civic,Honda,2017,Automatic,76000,745000
Honda Civic,Honda,2016,Automatic,49000,768000
Honda Civic,Honda,2016,Automatic,41000,768000
Honda Civic,Honda,2018,Automatic,41000,768000
Honda Civic,Honda,2016,Automatic,60000,770000
Honda Civic,Honda,2018,Automatic,77000,778000
Honda Civic,Honda,2017,Automatic,59000,778000
Honda Civic,Honda,2016,Automatic,59000,780000
Honda Civic,Honda,2016,Automatic,57000,780000
Honda Civic,Honda,2017,Automatic,42000,788000
Honda Civic,Honda,2018,Automatic,77000,798000
Honda Civic,Honda,2018,Automatic,50000,800000
Honda Civic,Honda,2018,Automatic,32000,818000
Honda Civic,Honda,2018,Automatic,38000,818000
Honda Civic,Honda,2016,Automatic,98000,818000
Honda Civic,Honda,2019,Automatic,30000,828000
Honda Civic,Honda,2018,Automatic,22000,828000
Honda Civic,Honda,2019,Automatic,46000,838000
Honda Civic,Honda,2016,Automatic,61460,838000
Honda Civic,Honda,2017,Automatic,16888,858000
Honda Civic,Honda,2019,Automatic,17000,885000
Honda Civic,Honda,2017,Automatic,35000,890000
Honda Civic,Honda,2020,Automatic,19000,895000
Honda Civic,Honda,2016,Automatic,30000,898000
Honda Civic,Honda,2017,Automatic,898999,898000
Honda Civic,Honda,2019,Automatic,69000,898000
Honda Civic,Honda,2018,Automatic,38000,898000
Honda Civic,Honda,2019,Automatic,12345,900000
Honda Civic,Honda,2019,Automatic,20000,900000
Honda Civic,Honda,2020,Automatic,16000,928000
Honda Civic,Honda,2018,Automatic,12000,928000
Honda Civic,Honda,2018,Automatic,38000,928000
Honda Civic,Honda,2016,Automatic,50000,945000
Honda Civic,Honda,2017,Automatic,35000,950000
Honda Civic,Honda,2017,Automatic,12345,955000
Honda Civic,Honda,2018,Automatic,34000,958000
Honda Civic,Honda,2018,Automatic,31000,1088000
Honda Civic,Honda,2019,Automatic,37000,1095000
Honda Civic,Honda,2019,Automatic,28500,1100000
Honda Civic,Honda,2019,Automatic,37000,1125000
Honda Civic,Honda,2019,Automatic,28000,1128000
Honda Civic,Honda,2019,Automatic,37000,1135000
Honda Civic,Honda,2022,Automatic,14000,1325000
Honda Civic,Honda,2023,Automatic,4000,1558000
Honda Civic,Honda,2022,Automatic,21000,1587300
Honda Civic,Honda,2023,Automatic,4000,1588000
Honda Civic,Honda,2018,Manual,12000,2850000
Honda Civic,Honda,2020,Manual,12000,2880000
Honda Civic,Honda,2019,Automatic,8000,3180000
Honda Civic,Honda,2018,Automatic,8000,3200000
Honda Cr-V,Honda,2003,Automatic,120000,180000
Honda Cr-V,Honda,2000,Automatic,185699,220000
Honda Cr-V,Honda,2007,Manual,160000,290000
Honda Cr-V,Honda,2002,Automatic,82510,298000
Honda Cr-V,Honda,2008,Automatic,90000,338000
Honda Cr-V,Honda,2008,Automatic,80000,380000
Honda Cr-V,Honda,2007,Automatic,82000,388000
Honda Cr-V,Honda,2010,Automatic,87000,418000
Honda Cr-V,Honda,2010,Automatic,85000,430000
Honda Cr-V,Honda,2011,Automatic,114000,438000
Honda Cr-V,Honda,2010,Automatic,71337,440000
Honda Cr-V,Honda,2010,Automatic,12345,445000
Honda Cr-V,Honda,2010,Automatic,12345,465000
Honda Cr-V,Honda,2012,Automatic,118000,488000
Honda Cr-V,Honda,2012,Automatic,102000,518000
Honda Cr-V,Honda,2012,Automatic,123556,518000
Honda Cr-V,Honda,2014,Automatic,60000,580000
Honda Cr-V,Honda,2014,Automatic,68000,588000
Honda Cr-V,Honda,2015,Automatic,58490,598000
Honda Cr-V,Honda,2015,Automatic,75000,628000
Honda Cr-V,Honda,2015,Automatic,60000,680000
Honda Cr-V,Honda,2016,Automatic,60000,690000
Honda Cr-V,Honda,2016,Automatic,58000,738000
Honda Cr-V,Honda,2016,Automatic,61000,748000
Honda Cr-V,Honda,2016,Automatic,61000,748009
Honda Cr-V,Honda,2016,Automatic,47000,758000
Honda Cr-V,Honda,2017,Manual,70000,780000
Honda Cr-V,Honda,2017,Automatic,60000,790000
Honda Cr-V,Honda,2017,Automatic,70000,790000
Honda Cr-V,Honda,2017,Automatic,30000,798000
Honda Cr-V,Honda,2017,Automatic,85000,800000
Honda Cr-V,Honda,2016,Automatic,49000,828000
Honda Cr-V,Honda,2018,Automatic,24000,998000
Honda Cr-V,Honda,2018,Automatic,55000,998000
Honda Cr-V,Honda,2018,Automatic,50600,1000000
Honda Cr-V,Honda,2018,Automatic,45000,1020000
Honda Cr-V,Honda,2018,Automatic,24000,1048000
Honda Cr-V,Honda,2018,Automatic,2400,1048000
Honda Cr-V,Honda,2018,Automatic,50000,1058000
Honda Cr-V,Honda,2018,Automatic,63000,1068000
Honda Cr-V,Honda,2018,Automatic,53000,1068000
Honda Cr-V,Honda,2018,Automatic,42000,1070000
Honda Cr-V,Honda,2019,Automatic,49000,1080000
Honda Cr-V,Honda,2018,Manual,16000,1098000
Honda Cr-V,Honda,2018,Automatic,16000,1098000
Honda Cr-V,Honda,2018,Automatic,63000,1098000
Honda Cr-V,Honda,2018,Automatic,53000,1098000
Honda Cr-V,Honda,2018,Automatic,53000,1118000
Honda Cr-V,Honda,2018,Automatic,38000,1120000
Honda Cr-V,Honda,2018,Automatic,63000,1128000
Honda Cr-V,Honda,2018,Automatic,61000,1128000
Honda Cr-V,Honda,2018,Automatic,24000,1138000
Honda Cr-V,Honda,2018,Automatic,81000,1148000
Honda Cr-V,Honda,2019,Automatic,81000,1148000
Honda Cr-V,Honda,2018,Automatic,41000,1168000
Honda Cr-V,Honda,2018,Automatic,40000,1180000
Honda Cr-V,Honda,2018,Automatic,49000,1188000
Honda Cr-V,Honda,2018,Automatic,53000,1188000
Honda Cr-V,Honda,2019,Automatic,49000,1188000
Honda Cr-V,Honda,2018,Automatic,23638,1188000
Honda Cr-V,Honda,2018,Automatic,50000,1190000
Honda Cr-V,Honda,2018,Automatic,20000,1190000
Honda Cr-V,Honda,2018,Automatic,39000,1195000
Honda Cr-V,Honda,2018,Automatic,55000,1198000
Honda Cr-V,Honda,2018,Automatic,67000,1198000
Honda Cr-V,Honda,2021,Automatic,54000,1200000
Honda Cr-V,Honda,2018,Automatic,38000,1200000
Honda Cr-V,Honda,2018,Automatic,65000,1220000
Honda Cr-V,Honda,2019,Automatic,36000,1230000
Honda Cr-V,Honda,2018,Automatic,67000,1238000
Honda Cr-V,Honda,2018,Automatic,55000,1238000
Honda Cr-V,Honda,2018,Automatic,50000,1245000
Honda Cr-V,Honda,2018,Automatic,23000,1250000
Honda Cr-V,Honda,2018,Automatic,67000,1268000
Honda Cr-V,Honda,2022,Automatic,15000,1298000
Honda Cr-V,Honda,2018,Automatic,40000,1328000
Honda Cr-V,Honda,2022,Automatic,15000,1348000
Honda Cr-V,Honda,2018,Automatic,38000,1420000
Honda Cr-V,Honda,2021,Automatic,15000,1480000
Honda Cr-V,Honda,2018,Automatic,16859,1600000
Honda Cr-V,Honda,2022,Automatic,15000,1748000
Honda Cr-V,Honda,2022,Automatic,9000,1818000
Honda Cr-V,Honda,2022,Automatic,33000,1900000
Honda FN2,Honda,2009,Manual,24000,2800000
Honda Hr-V,Honda,2015,Automatic,113237,560000
Honda Hr-V,Honda,2015,Automatic,113000,600000
Honda Hr-V,Honda,2015,Automatic,82000,638000
Honda Hr-V,Honda,2015,Automatic,8200,638000
Honda Hr-V,Honda,2016,Automatic,69000,648000
Honda Hr-V,Honda,2016,Automatic,32000,648000
Honda Hr-V,Honda,2015,Automatic,69000,658000
Honda Hr-V,Honda,2015,Automatic,62000,658000
Honda Hr-V,Honda,2015,Automatic,61000,658000
Honda Hr-V,Honda,2018,Automatic,61000,658000
Honda Hr-V,Honda,2015,Automatic,82000,658000
Honda Hr-V,Honda,2015,Automatic,58000,658000
Honda Hr-V,Honda,2015,Automatic,76000,678000
Honda Hr-V,Honda,2016,Automatic,32000,688000
Honda Hr-V,Honda,2016,Automatic,69000,688000
Honda Hr-V,Honda,2016,Automatic,62000,688000
Honda Hr-V,Honda,2017,Automatic,40000,690000
Honda Hr-V,Honda,2016,Automatic,50000,698000
Honda Hr-V,Honda,2016,Automatic,38000,698000
Honda Hr-V,Honda,2017,Automatic,63000,698000
Honda Hr-V,Honda,2015,Automatic,69105,698000
Honda Hr-V,Honda,2016,Automatic,69000,708000
Honda Hr-V,Honda,2016,Automatic,32000,718000
Honda Hr-V,Honda,2016,Automatic,48000,718000
Honda Hr-V,Honda,2016,Automatic,52000,720000
Honda Hr-V,Honda,2016,Automatic,14000,728000
Honda Hr-V,Honda,2016,Automatic,32000,738000
Honda Hr-V,Honda,2016,Automatic,69000,738000
Honda Hr-V,Honda,2017,Automatic,36000,758000
Honda Hr-V,Honda,2015,Automatic,3000,758000
Honda Hr-V,Honda,2017,Automatic,26000,758000
Honda Hr-V,Honda,2017,CVT,36000,758000
Honda Hr-V,Honda,2019,Automatic,37000,875000
Honda Hr-V,Honda,2020,Automatic,26000,900000
Honda Hr-V,Honda,2020,Automatic,25000,900000
Honda Hr-V,Honda,2020,Automatic,26000,1300000
Honda Jazz,Honda,2016,Automatic,74000,230000
Honda Jazz,Honda,2006,Automatic,103000,268000
Honda Jazz,Honda,2010,Automatic,56000,428000
Honda Jazz,Honda,2015,Automatic,71195,448000
Honda Jazz,Honda,2012,Automatic,80000,465000
Honda Jazz,Honda,2016,Automatic,24000,480000
Honda Jazz,Honda,2012,Automatic,68000,490000
Honda Jazz,Honda,2015,Automatic,45000,498000
Honda Jazz,Honda,2015,Automatic,50000,548000
Honda Jazz,Honda,2015,Automatic,48000,570000
Honda Jazz,Honda,2017,Automatic,51000,645000
Honda Jazz,Honda,2015,Automatic,64000,650000
Honda Jazz,Honda,2018,Automatic,50000,655000
Honda Jazz,Honda,2018,Automatic,86000,668000
Honda Jazz,Honda,2020,Automatic,40000,670000
Honda Jazz,Honda,2018,Automatic,50000,675000
Honda Jazz,Honda,2020,Automatic,38000,690000
Honda Jazz,Honda,2019,Automatic,38000,728000
Honda Jazz,Honda,2019,Automatic,28000,728000
Honda Jazz,Honda,2017,Automatic,31000,728000
Honda Jazz,Honda,2019,Automatic,28000,745000
Honda Jazz,Honda,2019,Automatic,38000,748000
Honda Jazz,Honda,2018,Automatic,50000,748000
Honda Jazz,Honda,2018,Automatic,50000,770000
Honda Jazz,Honda,2018,Automatic,43000,770000
Honda Jazz,Honda,2019,Automatic,59804,790000
Honda Jazz,Honda,2019,Automatic,27951,790000
Honda Jazz,Honda,2019,Automatic,30768,795000
Honda Jazz,Honda,2022,Automatic,23000,820000
Honda Jazz,Honda,2020,Automatic,27382,820000
Honda Jazz,Honda,2019,Automatic,27951,830000
Honda Mobilio,Honda,2016,Manual,15000,508000
Honda Mobilio,Honda,2016,Automatic,12345,515000
Honda Mobilio,Honda,2016,Automatic,70000,518000
Honda Mobilio,Honda,2015,Automatic,70000,538000
Honda Mobilio,Honda,2016,Automatic,72000,538000
Honda Mobilio,Honda,2016,Automatic,63000,538000
Honda Mobilio,Honda,2016,Automatic,52000,538000
Honda Mobilio,Honda,2016,Automatic,71000,538000
Honda Mobilio,Honda,2016,Automatic,128000,540000
Honda Mobilio,Honda,2015,Automatic,60000,548000
Honda Mobilio,Honda,2015,Automatic,84000,550000
Honda Mobilio,Honda,2016,Automatic,71000,558000
Honda Mobilio,Honda,2016,Automatic,73000,558000
Honda Mobilio,Honda,2016,Automatic,63000,558000
Honda Mobilio,Honda,2016,Automatic,52000,558000
Honda Mobilio,Honda,2016,Automatic,63900,558000
Honda Mobilio,Honda,2016,CVT,72000,568000
Honda Mobilio,Honda,2016,Automatic,50000,570000
Honda Mobilio,Honda,2015,Automatic,93837,570000
Honda Mobilio,Honda,2017,Automatic,40000,588000
Honda Mobilio,Honda,2016,Automatic,60000,595000
Honda Mobilio,Honda,2015,Automatic,30516,598000
Honda Mobilio,Honda,2017,Automatic,40000,638000
Honda Mobilio,Honda,2016,Automatic,50000,665000
Honda Mobilio,Honda,2017,Automatic,58000,671000
Honda Mobilio,Honda,2017,Automatic,53000,688000
Honda Mobilio,Honda,2018,CVT,32539,695000
Honda Mobilio,Honda,2017,Automatic,40000,720000
Honda Mobilio,Honda,2019,Automatic,40000,730000
Honda Mobilio,Honda,2018,CVT,40000,730000
Honda Mobilio,Honda,2019,Automatic,23910,828000
Honda Odyssey,Honda,2012,Automatic,43000,658000
Honda Odyssey,Honda,2015,Automatic,59000,1058000
Honda Odyssey,Honda,2015,Automatic,12345,1095000
Honda Odyssey,Honda,2018,Automatic,30000,1495000
Honda Odyssey,Honda,2018,Automatic,42000,1890000
Honda Pilot,Honda,2007,Automatic,12345,485000
Honda Pilot,Honda,2016,Automatic,38000,1500000
Hummer H2,Hummer,2003,Automatic,40000,1895000
Hyundai Accent,Hyundai,2010,Manual,90000,198000
Hyundai Accent,Hyundai,2009,Manual,82000,270000
Hyundai Accent,Hyundai,2012,Automatic,84000,275000
Hyundai Accent,Hyundai,2012,Manual,111000,300000
Hyundai Accent,Hyundai,2017,Manual,31864,330000
Hyundai Accent,Hyundai,2014,Automatic,60000,335000
Hyundai Accent,Hyundai,2018,Automatic,69900,335000
Hyundai Accent,Hyundai,2018,Manual,46588,338000
Hyundai Accent,Hyundai,2017,Automatic,68000,350000
Hyundai Accent,Hyundai,2016,Automatic,33300,355000
Hyundai Accent,Hyundai,2018,Manual,12345,365000
Hyundai Accent,Hyundai,2019,Manual,70000,368000
Hyundai Accent,Hyundai,2016,Manual,23666,370000
Hyundai Accent,Hyundai,2015,Automatic,68000,370000
Hyundai Accent,Hyundai,2016,Automatic,105000,385000
Hyundai Accent,Hyundai,2016,Automatic,50000,390000
Hyundai Accent,Hyundai,2019,Automatic,53000,395000
Hyundai Accent,Hyundai,2016,Automatic,12345,395000
Hyundai Accent,Hyundai,2016,Automatic,60000,398000
Hyundai Accent,Hyundai,2019,Automatic,51036,398000
Hyundai Accent,Hyundai,2016,Manual,75000,398000
Hyundai Accent,Hyundai,2018,Automatic,42950,400000
Hyundai Accent,Hyundai,2015,Manual,52000,400000
Hyundai Accent,Hyundai,2017,Automatic,25000,400000
Hyundai Accent,Hyundai,2018,Automatic,31200,400000
Hyundai Accent,Hyundai,2018,Automatic,31000,400000
Hyundai Accent,Hyundai,2019,Manual,35000,401000
Hyundai Accent,Hyundai,2015,Automatic,50000,410000
Hyundai Accent,Hyundai,2019,Automatic,38000,418000
Hyundai Accent,Hyundai,2017,Automatic,40000,418000
Hyundai Accent,Hyundai,2018,Manual,17939,419000
Hyundai Accent,Hyundai,2018,Automatic,28000,430000
Hyundai Accent,Hyundai,2018,Automatic,29000,435000
Hyundai Accent,Hyundai,2018,Automatic,39000,448000
Hyundai Accent,Hyundai,2019,Automatic,38000,448000
Hyundai Accent,Hyundai,2018,Automatic,49000,458000
Hyundai Accent,Hyundai,2020,Manual,30000,468000
Hyundai Accent,Hyundai,2019,Automatic,37000,470000
Hyundai Accent,Hyundai,2019,Automatic,36000,478000
Hyundai Accent,Hyundai,2020,Automatic,20000,479000
Hyundai Accent,Hyundai,2020,Manual,19000,498000
Hyundai Accent,Hyundai,2020,Manual,19000,500000
Hyundai Accent,Hyundai,2020,Automatic,14000,500000
Hyundai Accent,Hyundai,2021,Manual,21000,518000
Hyundai Accent,Hyundai,2018,Automatic,40000,518000
Hyundai Accent,Hyundai,2017,Automatic,16000,529000
Hyundai Accent,Hyundai,2019,Automatic,22000,538000
Hyundai Accent,Hyundai,2020,Manual,36000,540000
Hyundai Accent,Hyundai,2021,Automatic,10000,545000
Hyundai Accent,Hyundai,2018,Automatic,68854,545000
Hyundai Accent,Hyundai,2019,Automatic,45000,548000
Hyundai Accent,Hyundai,2020,Automatic,21000,548000
Hyundai Accent,Hyundai,2020,Automatic,21000,568000
Hyundai Accent,Hyundai,2020,Automatic,30000,588000
Hyundai Accent,Hyundai,2020,Automatic,21000,588000
Hyundai Accent,Hyundai,2021,Automatic,13182,708000
Hyundai Accent,Hyundai,2022,Automatic,3000,728000
Hyundai Accent,Hyundai,2016,Manual,110000,789000
Hyundai Coupe,Hyundai,2004,Manual,4650,550000
Hyundai Creta,Hyundai,2017,Automatic,5517,720000
Hyundai Creta,Hyundai,2023,Automatic,3000,998000
Hyundai Creta,Hyundai,2023,Automatic,3000,1028000
Hyundai Elantra,Hyundai,2012,Automatic,68000,328000
Hyundai Elantra,Hyundai,2017,Manual,156666,333000
Hyundai Elantra,Hyundai,2013,Automatic,59000,380000
Hyundai Elantra,Hyundai,2014,Automatic,60000,390000
Hyundai Elantra,Hyundai,2018,Manual,12345,395000
Hyundai Elantra,Hyundai,2013,Automatic,90000,398000
Hyundai Elantra,Hyundai,2017,Automatic,43000,398000
Hyundai Elantra,Hyundai,2017,Manual,43000,398000
Hyundai Elantra,Hyundai,2013,Automatic,94000,398000
Hyundai Elantra,Hyundai,2013,Manual,70000,400000
Hyundai Elantra,Hyundai,2015,Automatic,39000,419000
Hyundai Elantra,Hyundai,2017,Manual,43000,428000
Hyundai Elantra,Hyundai,2014,Automatic,82000,448000
Hyundai Elantra,Hyundai,2019,Manual,12000,460000
Hyundai Elantra,Hyundai,2016,Automatic,55370,470000
Hyundai Elantra,Hyundai,2015,Automatic,53000,478000
Hyundai Elantra,Hyundai,2016,Automatic,50000,480000
Hyundai Elantra,Hyundai,2016,Automatic,70000,498000
Hyundai Elantra,Hyundai,2017,Automatic,40000,498000
Hyundai Elantra,Hyundai,2018,Automatic,30500,520000
Hyundai Eon,Hyundai,2016,Manual,12345,235000
Hyundai Eon,Hyundai,2017,Manual,13000,238000
Hyundai Eon,Hyundai,2015,Manual,52000,245000
Hyundai Eon,Hyundai,2018,Manual,31000,250000
Hyundai Eon,Hyundai,2016,Manual,12345,255000
Hyundai Eon,Hyundai,2019,Manual,19500,328000
Hyundai Eon,Hyundai,2018,Manual,35000,340000
Hyundai Genesis,Hyundai,2011,Manual,50000,498000
Hyundai Genesis,Hyundai,2010,Manual,10000,595000
Hyundai Genesis,Hyundai,2010,Manual,20000,595000
Hyundai Genesis,Hyundai,2011,Manual,80000,598000
Hyundai Genesis,Hyundai,2012,Automatic,12345,695000
Hyundai Genesis,Hyundai,2011,Automatic,35000,698000
Hyundai Genesis,Hyundai,2011,Automatic,35000,738000
Hyundai Genesis,Hyundai,2014,Automatic,42647,748000
Hyundai Genesis,Hyundai,2012,Automatic,30000,800000
Hyundai Genesis,Hyundai,2013,Manual,61000,900000
Hyundai Genesis,Hyundai,2011,Automatic,39000,4700000
Hyundai Getz,Hyundai,2008,Manual,12345,185000
Hyundai Grand Starex,Hyundai,2014,Automatic,82000,778000
Hyundai Grand Starex,Hyundai,2008,Automatic,160000,400000
Hyundai Grand Starex,Hyundai,2008,Manual,61000,450000
Hyundai Grand Starex,Hyundai,2013,Manual,24000,499999
Hyundai Grand Starex,Hyundai,2013,Manual,94000,500000
Hyundai Grand Starex,Hyundai,2009,Automatic,78000,540000
Hyundai Grand Starex,Hyundai,2014,Manual,65000,548000
Hyundai Grand Starex,Hyundai,2011,Automatic,78000,550000
Hyundai Grand Starex,Hyundai,2014,Manual,65000,568000
Hyundai Grand Starex,Hyundai,2012,Manual,70000,568000
Hyundai Grand Starex,Hyundai,2012,Automatic,70000,568000
Hyundai Grand Starex,Hyundai,2011,Automatic,44500,580000
Hyundai Grand Starex,Hyundai,2011,Automatic,65000,588000
Hyundai Grand Starex,Hyundai,2014,Manual,65000,598000
Hyundai Grand Starex,Hyundai,2011,Automatic,70000,598000
Hyundai Grand Starex,Hyundai,2009,Automatic,54000,598000
Hyundai Grand Starex,Hyundai,2013,Automatic,60000,620000
Hyundai Grand Starex,Hyundai,2014,Manual,65000,628000
Hyundai Grand Starex,Hyundai,2014,Manual,65000,638000
Hyundai Grand Starex,Hyundai,2014,Manual,72000,638000
Hyundai Grand Starex,Hyundai,2014,Automatic,74000,638000
Hyundai Grand Starex,Hyundai,2014,Manual,74000,638000
Hyundai Grand Starex,Hyundai,2013,Automatic,185753,650000
Hyundai Grand Starex,Hyundai,2011,Automatic,132000,675000
Hyundai Grand Starex,Hyundai,2017,Manual,62000,678000
Hyundai Grand Starex,Hyundai,2017,Automatic,62000,678000
Hyundai Grand Starex,Hyundai,2015,Manual,72000,678000
Hyundai Grand Starex,Hyundai,2017,Manual,61000,680000
Hyundai Grand Starex,Hyundai,2014,Automatic,98000,680000
Hyundai Grand Starex,Hyundai,2016,Manual,64000,680000
Hyundai Grand Starex,Hyundai,2019,Manual,65000,685000
Hyundai Grand Starex,Hyundai,2014,Automatic,75000,690000
Hyundai Grand Starex,Hyundai,2015,Automatic,60000,720000
Hyundai Grand Starex,Hyundai,2016,Manual,21000,720000
Hyundai Grand Starex,Hyundai,2014,Automatic,70000,738000
Hyundai Grand Starex,Hyundai,2017,Manual,65000,750000
Hyundai Grand Starex,Hyundai,2014,Automatic,60000,780000
Hyundai Grand Starex,Hyundai,2015,Automatic,80000,810000
Hyundai Grand Starex,Hyundai,2014,Automatic,50703,825000
Hyundai Grand Starex,Hyundai,2015,Automatic,72000,838000
Hyundai Grand Starex,Hyundai,2016,Automatic,65000,858000
Hyundai Grand Starex,Hyundai,2017,Automatic,30000,920000
Hyundai Grand Starex,Hyundai,2015,Automatic,72363,947000
Hyundai Grand Starex,Hyundai,2016,Automatic,44702,970000
Hyundai Grand Starex,Hyundai,2018,Automatic,80000,980000
Hyundai Grand Starex,Hyundai,2016,Automatic,78000,995000
Hyundai Grand Starex,Hyundai,2015,Automatic,75000,1000000
Hyundai Grand Starex,Hyundai,2016,Automatic,75269,1028000
Hyundai Grand Starex,Hyundai,2017,Automatic,52258,1038000
Hyundai Grand Starex,Hyundai,2016,Automatic,78000,1048000
Hyundai Grand Starex,Hyundai,2015,Automatic,60000,1050000
Hyundai Grand Starex,Hyundai,2015,Automatic,50000,1100000
Hyundai Grand Starex,Hyundai,2019,Automatic,52000,1295000
Hyundai Grand Starex,Hyundai,2019,Automatic,37000,1348000
Hyundai Grand Starex,Hyundai,2019,Automatic,48000,1388000
Hyundai Grand Starex,Hyundai,2018,Automatic,32419,1433250
Hyundai Grand Starex,Hyundai,2018,Automatic,31000,1488000
Hyundai Grand Starex,Hyundai,2018,Automatic,31000,1558000
Hyundai Grand Starex,Hyundai,2018,Automatic,31000,1588000
Hyundai Grand Starex,Hyundai,2020,Automatic,60000,2050000
Hyundai Grand Starex,Hyundai,2019,Automatic,13000,2228000
Hyundai Grand Starex,Hyundai,2019,Automatic,13000,2288000
Hyundai H-100,Hyundai,2015,Manual,142939,295000
Hyundai H-100,Hyundai,2011,Manual,129684,398000
Hyundai H-100,Hyundai,2018,Manual,176000,450000
Hyundai H-100,Hyundai,2015,Manual,70000,470000
Hyundai H-100,Hyundai,2019,Manual,38000,580000
Hyundai H-100,Hyundai,2014,Manual,78000,600000
Hyundai H-100,Hyundai,2019,Manual,39000,600000
Hyundai H-100,Hyundai,2020,Automatic,64000,630000
Hyundai H-100,Hyundai,2019,Manual,45000,639000
Hyundai H-100,Hyundai,2020,Manual,35000,650000
Hyundai H-100,Hyundai,2016,Manual,86000,650000
Hyundai H-100,Hyundai,2018,Manual,82339,658000
Hyundai H-100,Hyundai,2020,Manual,48000,670000
Hyundai H-100,Hyundai,2019,Manual,54000,688000
Hyundai H-100,Hyundai,2019,Manual,123456,688000
Hyundai H-100,Hyundai,2020,Manual,40000,688000
Hyundai H-100,Hyundai,2020,Manual,35000,689000
Hyundai H-100,Hyundai,2020,Manual,38000,700000
Hyundai H-100,Hyundai,2019,Manual,29000,725000
