Car_Name,Car_Brand,Year,Transmission,Mileage,Price
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,21000,1048000
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,65000,1049999
Mitsubishi Montero Sport,Mitsubishi,2016,Automatic,60000,1050000
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,21000,1050000
Mitsubishi Montero Sport,Mitsubishi,2019,Automatic,62102,1050000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,76000,1050000
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,47000,1050000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,42000,1050000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,38000,1050000
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,51675,1058000
Mitsubishi Montero Sport,Mitsubishi,2020,Manual,15000,1058000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,60000,1058000
Mitsubishi Montero Sport,Mitsubishi,2016,Automatic,29000,1058000
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,51000,1060000
Mitsubishi Montero Sport,Mitsubishi,2019,Automatic,37000,1085000
Mitsubishi Montero Sport,Mitsubishi,2019,Automatic,38000,1090000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,12345,1095000
Mitsubishi Montero Sport,Mitsubishi,2019,Automatic,38000,1098000
Mitsubishi Montero Sport,Mitsubishi,2020,Manual,37000,1098000
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,49000,1098000
Mitsubishi Montero Sport,Mitsubishi,2022,Manual,9000,1118000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,32000,1138000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,46000,1138000
Mitsubishi Montero Sport,Mitsubishi,2022,Manual,19000,1150000
Mitsubishi Montero Sport,Mitsubishi,2017,Automatic,43000,1150000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,43000,1158000
Mitsubishi Montero Sport,Mitsubishi,2019,Automatic,38000,1180000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,33000,1188000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,56000,1198000
Mitsubishi Montero Sport,Mitsubishi,2022,Manual,9000,1220000
Mitsubishi Montero Sport,Mitsubishi,2018,Automatic,65193,1238000
Mitsubishi Montero Sport,Mitsubishi,2019,Automatic,36000,1248000
Mitsubishi Montero Sport,Mitsubishi,2019,Automatic,38000,1320000
Mitsubishi Montero Sport,Mitsubishi,2020,Automatic,56500,1380000
Mitsubishi Montero Sport,Mitsubishi,2021,Automatic,24695,1388000
Mitsubishi Montero Sport,Mitsubishi,2020,Automatic,27000,1390000
Mitsubishi Montero Sport,Mitsubishi,2020,Automatic,63177,1400000
Mitsubishi Montero Sport,Mitsubishi,2020,Automatic,39000,1515000
Mitsubishi Montero Sport,Mitsubishi,2020,Automatic,37000,1550000
Mitsubishi Montero Sport,Mitsubishi,2020,Automatic,20000,1585000
Mitsubishi Montero Sport,Mitsubishi,2020,Automatic,23000,1600000
Mitsubishi Montero Sport,Mitsubishi,2021,Automatic,14000,1648000
Mitsubishi Montero Sport,Mitsubishi,2021,Automatic,23000,1650000
Mitsubishi Montero Sport,Mitsubishi,2021,Automatic,22000,1688000
Mitsubishi Montero Sport,Mitsubishi,2023,Automatic,4000,1758000
Mitsubishi Montero Sport,Mitsubishi,2021,Automatic,30000,1780000
Mitsubishi Montero Sport,Mitsubishi,2022,Manual,10000,2370000
Mitsubishi Montero Sport ,Mitsubishi,2018,Manual,67000,858000
Mitsubishi Pajero,Mitsubishi,1995,Automatic,180000,240000
Mitsubishi Pajero,Mitsubishi,2003,Automatic,12345,325000
Mitsubishi Pajero,Mitsubishi,2003,Automatic,181196,520000
Mitsubishi Pajero,Mitsubishi,2008,Automatic,110000,598000
Mitsubishi Pajero,Mitsubishi,2007,Automatic,111000,598000
Mitsubishi Pajero,Mitsubishi,2008,Automatic,70000,790000
Mitsubishi Pajero,Mitsubishi,2008,Automatic,70000,850000
Mitsubishi Pajero,Mitsubishi,2011,Automatic,83184,1048000
Mitsubishi Pajero,Mitsubishi,2013,Automatic,68000,1050000
Mitsubishi Pajero,Mitsubishi,2015,Automatic,62000,1458000
Mitsubishi Pajero,Mitsubishi,2015,Automatic,89000,1458000
Mitsubishi Pajero,Mitsubishi,2015,Automatic,74054,1488000
Mitsubishi Pajero,Mitsubishi,2015,Automatic,45000,1490000
Mitsubishi Pajero,Mitsubishi,2015,Automatic,62000,1498000
Mitsubishi Pajero,Mitsubishi,2015,Automatic,60000,1580000
Mitsubishi Pajero,Mitsubishi,2017,Automatic,38000,1650000
Mitsubishi Pajero,Mitsubishi,2018,Automatic,41000,1788000
Mitsubishi Pajero,Mitsubishi,2018,Automatic,41000,1800000
Mitsubishi Space,Mitsubishi,1998,Manual,100000,230000
Mitsubishi Strada,Mitsubishi,2011,Automatic,87481,548000
Mitsubishi Strada,Mitsubishi,2010,Manual,177000,550000
Mitsubishi Strada,Mitsubishi,2012,Manual,81000,598000
Mitsubishi Strada,Mitsubishi,2011,Automatic,87347,598000
Mitsubishi Strada,Mitsubishi,2015,Manual,59664,648000
Mitsubishi Strada,Mitsubishi,2012,Automatic,78616,650000
Mitsubishi Strada,Mitsubishi,2018,Manual,57000,670000
Mitsubishi Strada,Mitsubishi,2012,Manual,71000,688000
Mitsubishi Strada,Mitsubishi,2012,Automatic,112169,698000
Mitsubishi Strada,Mitsubishi,2018,Automatic,45000,738000
Mitsubishi Strada,Mitsubishi,2017,Manual,59777,768000
Mitsubishi Strada,Mitsubishi,2017,Automatic,60000,785000
Mitsubishi Strada,Mitsubishi,2021,Automatic,20000,815000
Mitsubishi Strada,Mitsubishi,2017,Automatic,47840,820000
Mitsubishi Strada,Mitsubishi,2020,Manual,38000,859000
Mitsubishi Strada,Mitsubishi,2018,Manual,36057,865000
Mitsubishi Strada,Mitsubishi,2019,Manual,39000,878000
Mitsubishi Strada,Mitsubishi,2018,Automatic,70173,890000
Mitsubishi Strada,Mitsubishi,2019,Manual,38922,988000
Mitsubishi Strada,Mitsubishi,2020,Automatic,30000,990000
Mitsubishi Strada,Mitsubishi,2020,Automatic,39000,1000000
Mitsubishi Strada,Mitsubishi,2019,Automatic,17170,1060000
Mitsubishi Strada,Mitsubishi,2019,Manual,34000,1098000
Mitsubishi Strada,Mitsubishi,2020,Automatic,21000,1098000
Mitsubishi Strada,Mitsubishi,2021,Automatic,34091,1138000
Mitsubishi Strada,Mitsubishi,2021,Automatic,34000,1138000
Mitsubishi Strada,Mitsubishi,2021,Automatic,34900,1158000
Mitsubishi Strada,Mitsubishi,2021,Automatic,34000,1158000
Mitsubishi Strada,Mitsubishi,2021,Automatic,34091,1158000
Mitsubishi Strada,Mitsubishi,2020,Automatic,46000,1178000
Mitsubishi Strada,Mitsubishi,2019,Automatic,26000,1178000
Mitsubishi Strada,Mitsubishi,2020,Automatic,46000,1198000
Mitsubishi Strada,Mitsubishi,2020,Automatic,21549,1198000
Mitsubishi Strada,Mitsubishi,2020,Automatic,25000,1368000
Mitsubishi Xpander,Mitsubishi,2019,Manual,46000,620000
Mitsubishi Xpander,Mitsubishi,2019,Manual,32195,668000
Mitsubishi Xpander,Mitsubishi,2019,Manual,25000,688000
Mitsubishi Xpander,Mitsubishi,2019,Manual,20000,690000
Mitsubishi Xpander,Mitsubishi,2020,Manual,36000,698000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,94000,700000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,70000,738000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,123456,738000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,99999,738000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,52000,748000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,50000,748000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,16563,750000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,60000,768000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,25000,770000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,20000,770000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,79000,778000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,37000,780000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,22380,785000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,21000,788000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,70000,790000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,12345,795000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,25000,795000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,40000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,46000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,57000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,25000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,39000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,79000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,27000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,13000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,28000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,15000,798000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,33000,808000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,16000,818000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,28000,818000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,45000,818000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,25000,818000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,29000,818000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,27000,818000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,15000,818000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,18000,828000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,31000,835000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,25000,838000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,15000,838000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,46000,838000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,34000,848000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,36000,848000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,24121,848000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,15000,849000
Mitsubishi Xpander,Mitsubishi,2020,Automatic,42000,868000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,31526,870000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,46000,870000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,17000,878000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,120000,880000
Mitsubishi Xpander,Mitsubishi,2022,Automatic,17000,898000
Mitsubishi Xpander,Mitsubishi,2018,Automatic,17000,898000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,10990,925000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,18000,928000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,35000,928000
Mitsubishi Xpander,Mitsubishi,2022,Automatic,12000,938000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,22000,948000
Mitsubishi Xpander,Mitsubishi,2019,Automatic,22000,948000
Mitsubishi Xpander,Mitsubishi,2022,Automatic,7000,953000
Mitsubishi Xpander,Mitsubishi,2023,Automatic,4000,958000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,13000,965000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,14101,968000
Mitsubishi Xpander,Mitsubishi,2021,Automatic,7341,968000
Mitsubishi Xpander,Mitsubishi,2022,Automatic,9000,998000
Mitsubishi Xpander,Mitsubishi,2022,Automatic,15000,998000
Mitsubishi Xpander,Mitsubishi,2022,Automatic,7000,1020000
Nissan Almera,Nissan,2016,Automatic,51000,298000
Nissan Almera,Nissan,2016,Manual,50000,300000
Nissan Almera,Nissan,2015,Automatic,60000,338000
Nissan Almera,Nissan,2017,Manual,50000,348000
Nissan Almera,Nissan,2020,Manual,19000,360000
Nissan Almera,Nissan,2016,Automatic,127887,370000
Nissan Almera,Nissan,2017,Automatic,20000,380000
Nissan Almera,Nissan,2018,Automatic,19000,395000
Nissan Almera,Nissan,2021,Manual,28000,410000
Nissan Almera,Nissan,2019,Automatic,51000,429000
Nissan Almera,Nissan,2018,Automatic,33000,438000
Nissan Almera,Nissan,2018,Manual,38563,438000
Nissan Almera,Nissan,2018,Automatic,53000,468000
Nissan Almera,Nissan,2018,Automatic,26000,468000
Nissan Almera,Nissan,2020,Automatic,38000,469000
Nissan Almera,Nissan,2019,Automatic,20000,480000
Nissan Almera,Nissan,2019,Automatic,28000,488000
Nissan Almera,Nissan,2020,Automatic,28000,498000
Nissan Almera,Nissan,2019,Automatic,37499,498000
Nissan Almera,Nissan,2020,Automatic,28000,508000
Nissan Almera,Nissan,2018,Automatic,33380,508000
Nissan Almera,Nissan,2021,Manual,29000,568000
Nissan Almera,Nissan,2020,Automatic,25325,578000
Nissan Almera,Nissan,2021,Automatic,18000,658000
Nissan Almera,Nissan,2019,Automatic,38000,735000
Nissan Almera,Nissan,2022,Automatic,10000,933000
Nissan Almera,Nissan,2022,Manual,28000,933000
Nissan Almera,Nissan,2022,Automatic,8000,968000
Nissan Altima,Nissan,2015,Automatic,91000,458000
Nissan Altima,Nissan,2015,Automatic,91000,498000
Nissan Altima,Nissan,2018,Automatic,91000,498000
Nissan Calibre,Nissan,2020,Automatic,27000,958000
Nissan Frontier,Nissan,2000,Manual,58913,348000
Nissan Frontier,Nissan,2010,Manual,110000,388000
Nissan Frontier,Nissan,2005,Manual,80000,430000
Nissan Gtr,Nissan,2009,Automatic,8000,4200000
Nissan Gtr,Nissan,2011,Automatic,20000,4500000
Nissan Gtr,Nissan,2013,Automatic,20000,5000000
Nissan Gtr,Nissan,2018,Automatic,18000,7350000
Nissan Gtr,Nissan,2018,Automatic,9000,7400000
Nissan Gtr,Nissan,2019,Automatic,19000,7580000
Nissan Juke,Nissan,2016,Automatic,50000,520000
Nissan Juke,Nissan,2016,Automatic,30000,545000
Nissan Juke,Nissan,2016,CVT,40000,550000
Nissan Juke,Nissan,2016,CVT,30000,550000
Nissan Juke,Nissan,2017,CVT,57000,558000
Nissan Juke,Nissan,2017,Automatic,62000,578000
Nissan Juke,Nissan,2017,Automatic,30000,580000
Nissan Juke,Nissan,2017,Automatic,48000,588000
Nissan Juke,Nissan,2018,Automatic,76000,588000
Nissan Juke,Nissan,2018,Automatic,40000,590000
Nissan Juke,Nissan,2018,Automatic,37000,598000
Nissan Juke,Nissan,2018,Automatic,38000,598000
Nissan Juke,Nissan,2018,Automatic,40613,598000
Nissan Juke,Nissan,2017,Automatic,75432,598000
Nissan Juke,Nissan,2017,Automatic,75000,598000
Nissan Juke,Nissan,2019,Automatic,9000,620000
Nissan Juke,Nissan,2018,Automatic,50123,628000
Nissan Juke,Nissan,2018,Automatic,50000,628000
Nissan Juke,Nissan,2017,Automatic,48000,628000
Nissan Juke,Nissan,2018,Automatic,54000,658000
Nissan Juke,Nissan,2019,Automatic,39000,678000
Nissan Juke,Nissan,2019,Automatic,39303,678000
Nissan Juke,Nissan,2019,Automatic,17000,680000
Nissan Juke,Nissan,2018,Automatic,39234,750000
Nissan Juke,Nissan,2018,CVT,34040,790000
Nissan Livina,Nissan,2023,Automatic,8080,940000
Nissan Murano,Nissan,2010,Automatic,56781,398000
Nissan Murano,Nissan,2010,CVT,135000,430000
Nissan Navara,Nissan,2014,Manual,80000,568000
Nissan Navara,Nissan,2017,Manual,117000,639000
Nissan Navara,Nissan,2019,Manual,10000,658000
Nissan Navara,Nissan,2020,Automatic,65823,698000
Nissan Navara,Nissan,2020,Manual,38000,708000
Nissan Navara,Nissan,2019,Automatic,40625,718000
Nissan Navara,Nissan,2019,Manual,50000,728000
Nissan Navara,Nissan,2016,Automatic,70911,758000
Nissan Navara,Nissan,2018,Automatic,42000,785000
Nissan Navara,Nissan,2017,Automatic,50000,790000
Nissan Navara,Nissan,2018,Automatic,41000,790000
Nissan Navara,Nissan,2018,Automatic,50000,795000
Nissan Navara,Nissan,2017,Automatic,50000,798000
Nissan Navara,Nissan,2019,Automatic,38000,810000
Nissan Navara,Nissan,2018,Automatic,30000,819000
Nissan Navara,Nissan,2019,Automatic,47000,820000
Nissan Navara,Nissan,2020,Manual,21000,826000
Nissan Navara,Nissan,2019,Automatic,55000,838000
Nissan Navara,Nissan,2019,Automatic,34252,838000
Nissan Navara,Nissan,2018,Automatic,51916,838000
Nissan Navara,Nissan,2019,Manual,33000,838000
Nissan Navara,Nissan,2019,Automatic,32000,849000
Nissan Navara,Nissan,2018,Automatic,45000,855000
Nissan Navara,Nissan,2018,Automatic,40000,860000
Nissan Navara,Nissan,2019,Automatic,34229,868000
Nissan Navara,Nissan,2018,Automatic,28000,878000
Nissan Navara,Nissan,2019,Automatic,40000,890000
Nissan Navara,Nissan,2018,Automatic,48817,890000
Nissan Navara,Nissan,2019,Automatic,38000,898000
Nissan Navara,Nissan,2019,Automatic,22000,898000
Nissan Navara,Nissan,2018,Automatic,28000,898000
Nissan Navara,Nissan,2018,Automatic,47355,899000
Nissan Navara,Nissan,2017,Automatic,45000,900000
Nissan Navara,Nissan,2019,Automatic,30000,910000
Nissan Navara,Nissan,2019,Automatic,29487,910000
Nissan Navara,Nissan,2021,Automatic,28000,915000
Nissan Navara,Nissan,2019,Automatic,32474,919000
Nissan Navara,Nissan,2018,Automatic,74000,950000
Nissan Navara,Nissan,2019,Automatic,29085,968000
Nissan Navara,Nissan,2019,Automatic,22000,978000
Nissan Navara,Nissan,2021,Automatic,10000,998000
Nissan Navara,Nissan,2019,Automatic,10000,998000
Nissan Navara,Nissan,2019,Automatic,45000,1098000
Nissan Navara,Nissan,2022,Automatic,20384,1180000
Nissan Navara,Nissan,2023,Automatic,4000,1258000
Nissan Navara,Nissan,2022,Automatic,20384,1280000
Nissan Navara,Nissan,2021,Automatic,18000,1380000
Nissan Navara,Nissan,2023,Automatic,5000,1381000
Nissan Navara,Nissan,2021,Automatic,20000,1480000
Nissan NV350,Nissan,2016,Manual,38000,768000
Nissan NV350,Nissan,2018,Manual,40000,830000
Nissan NV350,Nissan,2019,Manual,89000,949000
Nissan NV350,Nissan,2019,Manual,47239,968000
Nissan NV350,Nissan,2019,Manual,51000,1020000
Nissan NV350,Nissan,2020,Manual,19754,1031550
Nissan NV350,Nissan,2020,Manual,39420,1050000
Nissan NV350,Nissan,2018,Automatic,38185,1228000
Nissan NV350,Nissan,2022,Manual,20967,1262625
Nissan NV350,Nissan,2019,Manual,16622,1375000
Nissan NV350,Nissan,2022,Manual,19402,1390000
Nissan NV350,Nissan,2018,Automatic,22138,1421550
Nissan NV350,Nissan,2018,Automatic,36000,1580000
Nissan Patrol,Nissan,2003,Automatic,100000,585000
Nissan Patrol,Nissan,2003,Automatic,120000,720000
Nissan Patrol,Nissan,1997,Manual,150000,980000
Nissan Patrol,Nissan,2009,Automatic,85000,998000
Nissan Patrol,Nissan,2012,Automatic,75760,1128000
Nissan Patrol,Nissan,2016,Automatic,67806,1398000
Nissan Patrol,Nissan,2015,Automatic,70000,1595000
Nissan Patrol,Nissan,2014,Automatic,54000,1680000
Nissan Patrol,Nissan,2013,Automatic,100000,2200000
Nissan Patrol,Nissan,2019,Automatic,30000,3120000
Nissan Patrol,Nissan,2019,Automatic,28000,3150000
Nissan Patrol,Nissan,2019,Automatic,28000,3244500
Nissan Patrol,Nissan,2021,Automatic,23000,3250000
Nissan Patrol,Nissan,2018,Automatic,9000,3298000
Nissan Sentra,Nissan,2005,Manual,80000,190000
Nissan Sentra,Nissan,2014,Automatic,84416,288000
Nissan Sentra,Nissan,2013,Automatic,12345,295000
Nissan Sylphy,Nissan,2020,Automatic,30930,520000
Nissan Sylphy,Nissan,2020,Automatic,30929,545000
Nissan Terra,Nissan,2019,Manual,20000,899000
Nissan Terra,Nissan,2019,Manual,15000,985000
Nissan Terra,Nissan,2019,Manual,14000,1028000
Nissan Terra,Nissan,2019,Automatic,69000,1048000
Nissan Terra,Nissan,2019,Manual,15284,1065000
Nissan Terra,Nissan,2019,Automatic,31330,1098000
Nissan Terra,Nissan,2018,Automatic,38000,1100000
Nissan Terra,Nissan,2019,Automatic,18000,1108000
Nissan Terra,Nissan,2019,Automatic,20000,1128000
Nissan Terra,Nissan,2020,Automatic,20000,1128000
Nissan Terra,Nissan,2019,Automatic,50000,1128000
Nissan Terra,Nissan,2019,Automatic,34229,1148000
Nissan Terra,Nissan,2019,Automatic,50000,1158000
Nissan Terra,Nissan,2019,Automatic,20000,1170000
Nissan Terra,Nissan,2019,Automatic,22000,1170000
Nissan Terra,Nissan,2019,Automatic,42000,1170000
Nissan Terra,Nissan,2019,Automatic,30000,1170000
Nissan Terra,Nissan,2019,Automatic,38570,1180000
Nissan Terra,Nissan,2019,Automatic,38000,1198000
Nissan Terra,Nissan,2019,Automatic,48000,1208000
Nissan Terra,Nissan,2019,Automatic,39000,1250000
Nissan Terra,Nissan,2020,Automatic,35000,1250000
Nissan Terra,Nissan,2020,Automatic,30000,1250000
Nissan Terra,Nissan,2019,Automatic,32000,1258000
Nissan Terra,Nissan,2020,Automatic,18000,1258000
Nissan Terra,Nissan,2020,Automatic,25000,1260000
Nissan Terra,Nissan,2019,Automatic,25000,1268000
Nissan Terra,Nissan,2019,Automatic,42256,1268000
Nissan Terra,Nissan,2020,Automatic,24000,1280000
Nissan Terra,Nissan,2019,Automatic,78000,1288000
Nissan Terra,Nissan,2019,Automatic,49000,1295000
Nissan Terra,Nissan,2019,Automatic,78000,1318000
Nissan Terra,Nissan,2019,Automatic,12079,1330000
Nissan Terra,Nissan,2020,Automatic,28000,1343550
Nissan Terra,Nissan,2019,Automatic,49000,1350000
Nissan Terra,Nissan,2020,Automatic,30010,1350000
Nissan Terra,Nissan,2020,Automatic,20000,1420000
Nissan Terra,Nissan,2019,Automatic,28000,1428000
Nissan Terra,Nissan,2019,Automatic,7100,1550000
Nissan Terra,Nissan,2023,Automatic,3295,1640000
Nissan Terra,Nissan,2020,Automatic,27523,1650000
Nissan Terra,Nissan,2022,Automatic,12000,1980000
Nissan Terra,Nissan,2022,Automatic,11834,2000000
Nissan Terra,Nissan,2023,Automatic,5000,2288000
Nissan Terrano,Nissan,2000,Manual,155000,238000
Nissan Urvan,Nissan,2012,Manual,75636,388000
Nissan Urvan,Nissan,2015,Manual,100000,468000
Nissan Urvan,Nissan,2016,Manual,38000,698000
Nissan Urvan,Nissan,2017,Manual,48000,700000
Nissan Urvan,Nissan,2017,Manual,45000,708000
Nissan Urvan,Nissan,2017,Manual,50000,728000
Nissan Urvan,Nissan,2017,Automatic,44000,730000
Nissan Urvan,Nissan,2018,Manual,90000,738000
Nissan Urvan,Nissan,2016,Manual,38000,738000
Nissan Urvan,Nissan,2017,Manual,70000,738000
Nissan Urvan,Nissan,2016,Manual,38000,748000
Nissan Urvan,Nissan,2015,Manual,57000,750000
Nissan Urvan,Nissan,2016,Manual,38000,768000
Nissan Urvan,Nissan,2017,Manual,38000,768000
Nissan Urvan,Nissan,2015,Manual,41000,768000
Nissan Urvan,Nissan,2018,Manual,36000,788000
Nissan Urvan,Nissan,2018,Manual,50000,790000
Nissan Urvan,Nissan,2018,Manual,50000,798000
Nissan Urvan,Nissan,2018,Manual,49000,800000
Nissan Urvan,Nissan,2019,Manual,40000,809000
Nissan Urvan,Nissan,2019,Manual,50000,809000
Nissan Urvan,Nissan,2019,Manual,60000,809000
Nissan Urvan,Nissan,2020,Manual,46000,820000
Nissan Urvan,Nissan,2018,Manual,27000,828000
Nissan Urvan,Nissan,2019,Manual,27000,828000
Nissan Urvan,Nissan,2018,Manual,40000,830000
Nissan Urvan,Nissan,2019,Manual,30000,839000
Nissan Urvan,Nissan,2020,Manual,78000,850000
Nissan Urvan,Nissan,2020,Manual,18000,858000
Nissan Urvan,Nissan,2019,Manual,56000,890000
Nissan Urvan,Nissan,2016,Manual,79000,900000
Nissan Urvan,Nissan,2019,Manual,49000,920000
Nissan Urvan,Nissan,2019,Manual,28000,928000
Nissan Urvan,Nissan,2019,Manual,51000,998000
Nissan Urvan,Nissan,2020,Manual,27000,1120000
Nissan Urvan,Nissan,2021,Manual,43907,1165125
Nissan Urvan,Nissan,2021,Manual,15000,1180000
Nissan Urvan,Nissan,2018,Automatic,52000,1188000
Nissan Urvan,Nissan,2018,Automatic,47000,1190000
Nissan Urvan,Nissan,2021,Manual,15791,1195000
Nissan Urvan,Nissan,2018,Automatic,38000,1208000
Nissan Urvan,Nissan,2018,Automatic,38185,1208000
Nissan Urvan,Nissan,2018,Automatic,38185,1228000
Nissan Urvan,Nissan,2018,Automatic,38000,1228000
Nissan Urvan,Nissan,2018,Automatic,49000,1250000
Nissan Urvan,Nissan,2018,Automatic,50000,1250000
Nissan Urvan,Nissan,2018,Automatic,50000,1270000
Nissan Urvan,Nissan,2018,Automatic,30000,1280000
Nissan Urvan,Nissan,2018,Automatic,12345,1295000
Nissan Urvan,Nissan,2023,Manual,14000,1298000
Nissan Urvan,Nissan,2018,Automatic,40000,1300000
Nissan Urvan,Nissan,2019,Automatic,64000,1320000
Nissan Urvan,Nissan,2020,Automatic,50116,1395000
Nissan Urvan,Nissan,2022,Manual,68000,1488000
Nissan Urvan,Nissan,2013,Manual,149000,400000
Nissan X-Trail,Nissan,2003,Automatic,179153,175000
Nissan X-Trail,Nissan,2012,Automatic,63000,350000
Nissan X-Trail,Nissan,2010,Automatic,48671,390000
Nissan X-Trail,Nissan,2015,Automatic,97000,578000
Nissan X-Trail,Nissan,2015,Automatic,60000,580000
Nissan X-Trail,Nissan,2015,Automatic,40000,590000
Nissan X-Trail,Nissan,2015,Automatic,56000,668000
Nissan X-Trail,Nissan,2015,Automatic,67000,688000
Nissan X-Trail,Nissan,2015,CVT,77000,688000
Nissan X-Trail,Nissan,2015,Automatic,79000,698000
Nissan X-Trail,Nissan,2015,Automatic,65000,698000
Nissan X-Trail,Nissan,2015,Automatic,650000,698000
Nissan X-Trail,Nissan,2015,Automatic,50000,720000
Nissan X-Trail,Nissan,2017,Automatic,57000,748000
Nissan X-Trail,Nissan,2018,CVT,48396,899999
Peugeot 2008,Peugeot,2017,Automatic,16000,440000
Peugeot 2008,Peugeot,2023,Automatic,3257,1285500
Peugeot 2008,Peugeot,2022,Automatic,7214,1285500
Peugeot 2008,Peugeot,2022,Automatic,6856,1285500
Peugeot 3008,Peugeot,2015,Automatic,35000,548000
Peugeot 3008,Peugeot,2015,Automatic,35000,598000
Peugeot 3008,Peugeot,2021,Automatic,10821,1131500
Peugeot 3008,Peugeot,2021,Automatic,9240,1195500
Peugeot 3008,Peugeot,2019,Automatic,29000,1198000
Peugeot 3008,Peugeot,2021,Automatic,9457,1285500
Peugeot 5008,Peugeot,2017,Automatic,23000,698000
Peugeot 5008,Peugeot,2017,Automatic,23000,778000
Peugeot 5008,Peugeot,2017,Automatic,17980,1101000
Peugeot 508,Peugeot,2016,Automatic,30000,628000
Peugeot 508,Peugeot,2015,Automatic,54000,698000
Peugeot Rcz,Peugeot,2014,Automatic,22000,1700000
Peugeot Rcz,Peugeot,2016,Automatic,19000,1800000
Peugeot Teepee,Peugeot,2016,Automatic,88000,648000
Peugeot Teepee,Peugeot,2017,Automatic,42000,788000
Peugeot Teepee,Peugeot,2017,Automatic,37000,788000
Peugeot Traveller,Peugeot,2022,Automatic,17308,2045000
Porsche 911,Porsche,2005,Manual,17000,6000000
Porsche 911,Porsche,2020,Automatic,8000,12000000
Porsche 911,Porsche,2014,Automatic,10000,14500000
Porsche 911,Porsche,2015,Automatic,12000,14888000
Porsche 911,Porsche,2015,Automatic,1234,15888000
